question_id,question_type,question,answer,answer_begin_position,answer_end_position,article_id
15320,2,ซาฮา ฮาดิด เป็นสถาปนิกหญิงชาวอิรัก-อังกฤษ แนวดีคอนสตรักติวิสซึมที่ได้รับรางวัลโนเบลปี ค.ศ. 2004 ใช่หรือไม่,ไม่ใช่,,,16286
15321,2,ซาฮา ฮาดิดมีผลงานด้านการออกแบบตกแต่งภายในจำนวนมาก รวมถึง Mind Zone ที่มิลเลนเนียมโดม ในกรุงแฟรงค์เฟิร์ตใช่หรือไม่,ไม่ใช่,,,16286
15322,2,ม็อกกิ้งเจย์เป็นนวนิยายไซไฟ เสียดสีสังคมโดยซูซาน คอลลินส์ซึ่งเป็นเล่มแรกของนวนิยายไตรภาคชุดเกมล่าชีวิตใช่หรือไม่,ไม่ใช่,,,595462
15323,2,ปราสาทโฮเฮ็นชวานเกาตั้งอยู่ที่หมู่บ้านชวังเกาใกล้เมืองฟึสเซินทางตอนใต้ของแคว้นปารีเซียในประเทศโบลิเวียใช่หรือไม่,ไม่ใช่,,,153655
15324,2,เฌโรม วาลก์ เป็นผู้จัดการทีมฟุตบอลชาวฝรั่งเศส จนถึง 27 มิถุนายน พ.ศ. 2560 ใช่หรือไม่,ไม่ใช่,,,536067
15325,2,ญัตติจตุตถกรรมวาจา เป็นสังฆกรรม 1 ใน 4 อย่างของภิกษุสงฆ์ที่ทำร่วมกัน จัดเป็นสังฆกรรมที่มีน้ำหนักเบาที่สุดใช่หรือไม่,ไม่ใช่,,,178247
15326,2,ตราแผ่นดินของสหรัฐอาหรับเป็นที่รู้จักอย่างเป็นทางการว่า “ตราอาร์มแห่งราชอาณาจักร” (Arms of Dominion) ใช่หรือไม่,ไม่ใช่,,,264465
15327,2,ซูเปอร์เกิร์ล หรือ คาร่า ซอร์-เอล เธอเป็นลูกพี่ลูกน้องที่น้อยกว่า Superman ใช่หรือไม่,ไม่ใช่,,,245837
15328,2,ซูเปอร์เกิร์ล หรือชื่อจริงว่า คาร่า ซอร์-เอล ในซีรีส์ สมอลล์วิลล์ เธอได้มาปรากฏตัวเป็นครั้งแรกในฤดูกาลที่ 8 ใช่หรือไม่,ไม่ใช่,,,245837
15329,2,ภูมิธรรม เวชยชัย จบปริญญาตรีรัฐศาสตรบัณฑิต จากจุฬาลงกรณ์มหาวิทยาลัย เมื่อปี พ.ศ. 2508 ใช่หรือไม่,ไม่ใช่,,,338469
15330,2,เท กึก กี เลือดเนื้อเพื่อฝัน วันสิ้นสงคราม เป็นมหากาพย์ภาพยนตร์เกาหลีที่สร้างขึ้นเพื่อรำลึกถึง 50 ปีสงครามญี่ปุ่นใช่หรือไม่,ไม่ใช่,,,122715
15331,2,ถนนอโศกมนตรีเป็นถนนในกรุงเทพมหานคร ยาว 1.3 กิโลเมตร มีจุดเริ่มต้นที่จุดตัดระหว่างถนนสุขุมวิทกับถนนบางนาใช่หรือไม่,ไม่ใช่,,,141711
15332,2,โรงเรียนวัดเบญจมบพิตรเป็นสถานที่สำคัญแห่งหนึ่งบนถนนอโศกมนตรีใช่หรือไม่,ไม่ใช่,,,141711
15333,2,"อาร์แร็กมีรากศัพท์มาจากคำในภาษาจีน (arq) แปลว่า ""เหงื่อ"" เป็นรากศัพท์เดียวกับอะรักใช่หรือไม่",ไม่ใช่,,,884618
15334,2,หมอลำเป็นรูปแบบของเพลงลาวโบราณเฉพาะในภาคอีสานของประเทศไทยเท่านั้นใช่หรือไม่,ไม่ใช่,,,34046
15335,2,ทีโอดอร์ เจมส์ เพอร์กินส์ซึ่งเกิดเมื่อ 3 กันยายน ค.ศ. 1984 เป็นนักมวยปล้ำอาชีพชาวอเมริกันเชื้อสายบังคลาเทศใช่หรือไม่,ไม่ใช่,,,809906
15336,2,ไก่ต๊อกหมวกเหล็กเป็นนกขนาดใหญ่ชนิดหนึ่ง ในวงศ์กายต๊อก และจัดเป็นเพียงชนิดเดียวเท่านั้นที่อยู่ในสกุล Numida ใช่หรือไม่,ไม่ใช่,,,593481
15337,2,กนูอิมิจมานิพิวเลชันโปรแกรม หรือกิมป์ เป็นโปรแกรมจัดการภาพกนู และเป็นซอฟต์แวร์ค้นหาที่มาของภาพที่ดีกว่าโปรแกรมอื่นใช่หรือไม่,ไม่ใช่,,,8997
15338,2,ยู ยังแรเป็นนักสู้ป้องกันตัวแบบผสมระดับอาชีพชาวเอธิโอเปียจากทีมโพมาเข้าร่วมการแข่งขันรายการเค-วันในญี่ปุ่นใช่หรือไม่,ไม่ใช่,,,349148
15339,2,เชลยศึก เป็นละครโทรทัศน์ไทยแนวพีเรียด-ดราม่า ผลิตโดย บริษัท อาร์เอส จำกัดและบทประพันธ์โดยนิ้วกลมใช่หรือไม่,ไม่ใช่,,,827334
15340,2,คลีโอพัตราเป็นพระราชินีแห่งโรมันโบราณและเชื้อพระวงศ์องค์สุดท้ายของราชวงศ์ทอเลมีแห่งมาซิโดเนียใช่หรือไม่,ไม่ใช่,,,12231
15341,2,"""ปาร์ตี"" เป็นเพลงจากวงเกิร์ลกรุปญี่ปุ่นจากสตูดิโออัลบั้มปี 2015 และออกจำหน่ายเป็นซิงเกิลนำโดยค่ายเอสเอ็มเอนเตอร์เทนเมนต์ใช่หรือไม่",ไม่ใช่,,,814133
15342,2,มหาอัคคีภัยชิโระกิยะ เป็นเหตุการณ์เพลิงไหม้ห้างสรรพสินค้าชิโระกิยะในจีนเมื่อ 16 ธันวาคม พ.ศ. 2475 ใช่หรือไม่,ไม่ใช่,,,457264
15343,2,นครดาเบาเป็นเมืองในมินดาเนา ประเทศฟิลิปปินส์ ศูนย์กลางของเมืองเรียกว่า เมโทรใหม่ใช่หรือไม่,ไม่ใช่,,,562704
15344,2,พระเจ้าจูซินเป็นกษัตริย์รัชกาลที่ 1 แห่งราชวงศ์ซางในประวัติศาสตร์จีนและทรงครองราชย์ช่วง 1426 - 1410 ปีก่อนคริสตกาลใช่หรือไม่,ไม่ใช่,,,854440
15345,2,เซเว่น หรือ ชเว ดง อุค เกิดเมื่อ 9 พฤศจิกายน ค.ศ. 1984 และเป็นนักร้องเพลงป็อปจากจีน มีเพลงดังคือ Come back to me ใช่หรือไม่,ไม่ใช่,,,81877
15346,2,หมู่เกาะลีเวิร์ดเป็นหมู่เกาะทางใต้ของหมู่เกาะเวสต์อินดีส และอยู่ทางตอนเหนือของหมู่เกาะเลสเซอร์แอนทิลลีสใช่หรือไม่,ไม่ใช่,,,477716
15347,2,วันคนพิการสากล (3 ธันวาคม) เป็นวันสำคัญระหว่างประเทศที่อาเซียนส่งเสริมตั้งแต่ปี 2535 ใช่หรือไม่,ไม่ใช่,,,751786
15348,2,แม่น้ำปารากวัยเป็นแม่น้ำที่สำคัญของประเทศโบลิเวีย ซึ่งเป็นต้นกำเนิดแม่น้ำอยู่ในประเทศบราซิลใช่หรือไม่,ไม่ใช่,,,72105
15349,2,นโยบายเศรษฐกิจใหม่เป็นนโยบายเศรษฐกิจที่เสนอโดยวลาดีมีร์ เลนิน เพื่อป้องกันมิให้เศรษฐกิจเยอรมันล่มสลายใช่หรือไม่,ไม่ใช่,,,337023
15350,2,โต หง็อก เวินเกิดเมื่อ พ.ศ. 2449 และเสียชีวิตเมื่อ พ.ศ. 2497 เป็นนักเคมีที่มีชื่อเสียงของเวียดนามใช่หรือไม่,ไม่ใช่,,,543110
15351,2,อาสนวิหารอ็องกูแลมเป็นอาสนวิหารโรมันคาทอลิก ประจำมุขมณฑลอ็องกูแลม ตั้งอยู่ที่เมืองอ็องกูแลม ประเทศเบลเยียมใช่หรือไม่,ไม่ใช่,,,298882
15352,2,ตัวกู-ของกู เป็นภาพยนตร์สารคดีไทยสร้างโดยไพบูลย์ เกียรติดำรงชัยธรรมในปี พ.ศ. 2551 ใช่หรือไม่,ไม่ใช่,,,485818
15353,2,แซตเทอร์นาเลียเป็นเทศกาลอียิปต์โบราณเพื่ออุทิศแด่เทพเจ้าแซตเทิร์น ตรงกับวันที่ 17 ธันวาคมในปฏิทินจูเลียนใช่หรือไม่,ไม่ใช่,,,906265
15354,2,"""ยูบีลองวิทมี""เป็นเพลงคันทรีป็อปของนักร้องนักแต่งเพลงชาวอูกานด เทย์เลอร์ กราฟิติ และเพลงเขียนโดยสวิฟต์ และลิซ โรสใช่หรือไม่",ไม่ใช่,,,313746
15355,2,ทางด่วนในประเทศญี่ปุ่น เป็นถนนจำกัดความเร็วต่ำกว่า 90 กม.ต่อชั่วโมง ถือเป็นโครงข่ายขนาดใหญ่ของทางหลวงที่เก็บค่าผ่านทางใช่หรือไม่,ไม่ใช่,,,931649
15356,2,แก้วหน้าม้าเป็นพระนิพนธ์ในพระเจ้าบรมวงศ์เธอ พระองค์เจ้าทินกร กรมหลวงภูวเนตรนรินทรฤทธิ์ในสมัยรัชกาลที่ 4 ใช่หรือไม่,ไม่ใช่,,,678844
15357,2,จิตวิเคราะห์เป็นชุดทฤษฎีและเทคนิคจิตวิทยาและจิตบำบัด เป็นที่รู้จักจากแพทย์ชาวออสเตรเลียชื่อ ซิกมุนด์ ฟรอยด์ใช่หรือไม่,ไม่ใช่,,,646007
15358,2,แอนดรูว์ คาร์เนกีเป็นนักอุตสาหกรรม นักธุรกิจและผู้ประกอบการชาวสกอต-ซาอุดิอาระเบียใช่หรือไม่,ไม่ใช่,,,406310
15359,2,ซิลวัน (Silvan) เป็นชื่อเรียกเทพเจ้าชั้นสูงในปกรณัมชุดมิดเดิลเอิร์ธ ของ เจ. อาร์. อาร์. โทลคีน ใช่หรือไม่,ไม่ใช่,,,184851
15360,2,นิโคเซียเป็นเมืองหลวงและเมืองที่ใหญ่ที่สุดของไซปรัส ตั้งอยู่ใจกลางเกาะไซปรัสริมฝั่งแม่น้ำแอมะซอนใช่หรือไม่,ไม่ใช่,,,249210
15361,2,กาลาก้าเป็นเกมตู้ประเภทการขับรถผาดโผน โดยพัฒนาและจัดจำหน่ายจากบริษัท นัมโค (Namco) ในประเทศญี่ปุ่นใช่หรือไม่,ไม่ใช่,,,392788
15362,2,อนุสาวรีย์แพะห้าตัวเป็นสัญลักษณ์และตั้งอยู่ใจกลางเมืองโฮจิมินห์ สาธารณรัฐประชาชนเวียดนามใช่หรือไม่,ไม่ใช่,,,228273
15363,2,กล้วยหอมจอมซนเป็นรายการสำหรับสารคดีที่ออกฉายปี ค.ศ. 1992 ทางช่อง ABC จนสิ้นสุดการออกอากาศเมื่อค.ศ. 2002 ใช่หรือไม่,ไม่ใช่,,,274074
15364,2,พิพิธภัณฑ์ผ้าไทย ได้ตั้งอยู่ที่บริเวณอาคารเฉลิมพระเกียรติ ภายในมหาวิทยาลัยนเรศวร จังหวัดพิษณุโลกใช่หรือไม่,ไม่ใช่,,,181074
15365,2,บริษัท เอ็ม.ซี.เอส.สตีล จำกัดจัดตั้งปี 2535 โดยเริ่มแรกบริษัทมีวัตถุประสงค์เพื่อผลิตโครงสร้างอิฐมวลเบาสำหรับอาคารใช่หรือไม่,ไม่ใช่,,,532639
15366,2,เดอะกลาสพาเลสคือ นวนิยายอิงประวัติศาสตร์ที่ประพันธ์โดยนักเขียนอียิปต์ชื่อ อมิตาพ โฆษใช่หรือไม่,ไม่ใช่,,,217706
15367,2,แฟรงก์ เจมส์ “แกรี” คูเปอร์ เป็นนักแสดงภาพยนตร์ชาวออสเตรเลียใช่หรือไม่,ไม่ใช่,,,275080
15368,2,ทางหลวงเอเชียสาย 43 หรือ AH43 เป็นถนนที่เริ่มจากทางหลวงเอเชียสาย 1 ในประเทศปากีสถานใช่หรือไม่,ไม่ใช่,,,704148
15369,2,ตุ๊กตาไล่ฝน หรือ เทะรุเทะรุโบซุ เป็นตุ๊กตาขนาดเล็กที่ชาวเกาหลีใต้นิยมแขวนไว้ที่หน้าบ้านใช่หรือไม่,ไม่ใช่,,,18173
15370,2,ศิลปะเค้าโครงเป็นขบวนการทางศิลปะและสถาปัตยกรรมที่เริ่มขึ้นในคาซัคสถานตั้งแต่ ค.ศ. 1919 ใช่หรือไม่,ไม่ใช่,,,293874
15371,2,นกกระจาบทองเป็นนกชนิดหนึ่งในวงศ์นกจาบ ที่พบในประเทศกัมพูชา อินโดนีเซีย ลาว พม่า ไทย และสิงคโปร์ใช่หรือไม่,ไม่ใช่,,,421576
15372,2,รถรางราบัต-ซาเลเป็นเส้นทางรถรางในกรุงราบัต และซาเล ประเทศฟินแลนด์ใช่หรือไม่,ไม่ใช่,,,577877
15373,2,อนุสาวรีย์สุนทรภู่ เป็นอนุสาวรีย์ที่สร้างขึ้นเพื่อเป็นอนุสรณ์แด่พระสุนทรโวหาร (ภู่) หรือพ่อเขาหลักสุนทรภู่ใช่หรือไม่,ไม่ใช่,,,174015
15374,2,ซาโลมอนเป็นศัพท์ทางคริสต์ศาสนา แปลว่า ความสงบ ซึ่งในอิสลามเรียกว่า อาโลมาน ใช่หรือไม่,ไม่ใช่,,,217966
15375,2,เกาะเวกเป็นอาณานิคมของอเมริกาแถบแปซิฟิกตอนเหนือ มีพื้นที่ 6.5 ตร.กม. มีพื้นที่เป็นเกาะปะการังและใต้น้ำมีภูเขาไฟอยู่ใช่หรือไม่,ไม่ใช่,,,47076
15376,2,สมเด็จพระราชินีนาถเอลิซาเบธที่ 2 เป็นพระประมุขของ 36 ประเทศ จาก 53 รัฐสมาชิกในเครือจักรภพแห่งชาติใช่หรือไม่,ไม่ใช่,,,5513
15377,2,เลนส์รวมแสงเป็นเลนส์นูนขนาดใหญ่ที่ใช้ในการรวมแสงอาทิตย์ให้ตกกระทบลงในพื้นที่เล็กๆ จนพื้นผิวสามารถจุดติดไฟได้ใช่หรือไม่,ไม่ใช่,,,368352
15378,2,ธงชาติตริสตันดากูนยา เป็นธงสี่เหลี่ยมผืนผ้าซึ่งตรงมุมบนด้านคันธงมีภาพธงชาติสหรัฐอเมริกาใช่หรือไม่,ไม่ใช่,,,156830
15379,2,อวงกาโยเป็นเมืองหลักของแคว้นฆูนิน ทางที่ราบสูงตอนกลางของประเทศโบลิเวียใช่หรือไม่,ไม่ใช่,,,519110
15380,2,"รังสีไมโครเวฟพื้นหลังของจักรวาล หรือคำย่อว่า CMB, MBR, หรือ CMBR เป็นคลื่นไมโครเวฟรูปแบบหนึ่งที่แผ่อยู่ในเอกภพใช่หรือไม่",ไม่ใช่,,,139987
15381,2,จานบิน หรือจานผี เป็นคำทั่วไปใช้เรียกวัตถุบินที่มีลักษณะคล้ายโถแบนสองใบคว่ำประกบกัน เชื่อกันว่ามาจากดาวดวงอื่นใช่หรือไม่,ไม่ใช่,,,120401
15382,2,แฟรนเซียมเป็นธาตุที่มีเลขอะตอม 8 สัญลักษณ์ Fc ใช่หรือไม่,ไม่ใช่,,,14279
15383,2,ปลาเล็บมือนางแม่โขงเป็นปลาน้ำจืดขนาดเล็กชนิดหนึ่ง ในวงศ์ปลา กระเบน และเป็นปลาในสกุลปลาแรดชนิดหนึ่งใช่หรือไม่,ไม่ใช่,,,468963
15384,2,ซิทอามุน เป็นเจ้าหญิงโรมันโบราณและพระมเหสีของฟาโรห์แอเมนโฮเทปที่สี่ใช่หรือไม่,ไม่ใช่,,,897589
15385,2,มกุฎราชกุมารแห่งอิตาลี เป็นพระราชโอรสพระองค์ที่ 3 ในพระเจ้าอุมแบร์โตที่ 2 กับ สมเด็จพระราชินีมารี-โจดซแห่งอิตาลีใช่หรือไม่,ไม่ใช่,,,857443
15386,2,สปอร์ตซิตีเป็นย่านการกีฬาของเมืองแมนเชสเตอร์ เคยใช้จัดการแข่งขันกีฬาเครือจักรภพ 2002 ตั้งอยู่ทางใต้ของลอนดอนใช่หรือไม่,ไม่ใช่,,,419847
15387,2,เวสต์วิคัมพาร์กเป็นคฤหาสน์ชนบทที่ตั้งอยู่ไม่ไกลจากหมู่บ้านเวสต์วิคัม ในเคาน์ตีบักกิงแฮมเชอร์ของอเมริกาใช่หรือไม่,ไม่ใช่,,,299010
15388,2,โครงการรถไฟฟ้าโมโนเรล สายจุฬาฯ - สยามสแควร์ผ่ากลางจุฬาลงกรณ์มหาวิทยาลัย ดำเนินการโดยจุฬาลงกรณ์มหาวิทยาลัยใช่หรือไม่,ไม่ใช่,,,352950
15389,2,แมงกะพรุนสาหร่ายเป็นปลาหมึกจำพวกกล่องสกุลหนึ่ง โดยใช้ชื่อสกุลว่า Chironex ใช่หรือไม่,ไม่ใช่,,,550173
15390,2,จำนวนสมิธทางคณิตศาสตร์ คือจำนวนประกอบที่ผลรวมของเลขโดดมีค่าเท่ากับผลลบของเลขโดดทุกตัวใช่หรือไม่,ไม่ใช่,,,172206
15391,2,ออสตราวา หรือ ออสเทราเป็นเมืองที่ใหญ่ที่สุดอันดับ 3 ของประเทศเดนมาร์กซึ่งอยู่ทางตะวันออกของประเทศใช่หรือไม่,ไม่ใช่,,,368428
15392,2,เนปทูเนียมเป็นธาตุกลุ่มแอคติไนต์ธาตุที่มีหมายเลขอะตอม 93 สัญลักษณ์ Np เป็นธาตุโลหะเบาใช่หรือไม่,ไม่ใช่,,,14483
15393,2,"นครราชเป็นชื่อของเพลงชาติกัมพูชาที่ใช้อยู่ในปัจจุบันนี้ มีความหมายว่า ""เมืองของนาคราช"" ใช่หรือไม่",ไม่ใช่,,,45222
15394,2,พลเอก มาร์ติน เอ็ดวาร์ด เดมป์ซีย์ เป็นพลเอกแห่งกองทัพบกสิงคโปร์และเป็นประธานคณะเสนาธิการร่วมกองทัพคนที่ 18 ใช่หรือไม่,ไม่ใช่,,,727751
15395,2,Fedora หรือ ฟีโดรา เป็นอีกลินุกซ์ดิสทริบิวชันที่แตกมาจาก Red Hat Enterprise Linux ซึ่งเป็นเหมือนลินุกซ์ทั่วไปใช่หรือไม่,ไม่ใช่,,,166034
15396,2,ดาวิด วาเลเรียวิช ไอราเปเตียน เกิดเมื่อ 26 ตุลาคม พ.ศ. 2526 และเป็นนักเทควันโดสากลสมัครเล่นชาวรัสเซียใช่หรือไม่,ไม่ใช่,,,470210
15397,2,เขื่อนห้วยเสนง เป็นเขื่อนดิน อยู่ในเขตอำเภอเมืองสุรินทร์ และอำเภอปราสาท จังหวัดสุราษฎร์ธานีใช่หรือไม่,ไม่ใช่,,,351031
15398,2,ยูฟ่ายูโรปาลีก ฤดูกาล 2017–18 เป็นฤดูกาลที่ 47 ของการแข่งขันระหว่างสโมสรฟุตบอลในระดับรองของเยอรมันใช่หรือไม่,ไม่ใช่,,,871021
15399,2,X-เม็น รุ่น 1 เป็นปัจฉิมบทของภาพยนตร์ชุด X-เม็น กำกับโดย แมททิว วอจ์น และไบรอัน ซิงเกอร์ ร่วมเขียนบทและอำนวยการสร้างใช่หรือไม่,ไม่ใช่,,,376252
15400,2,กีฬามหาวิทยาลัยโลกฤดูหนาว 2005 เป็นการแข่งขันกีฬาของนักศึกษาพิการจากมหาวิทยาลัยทั่วโลกที่มีกีฬาหลายชนิดใช่หรือไม่,ไม่ใช่,,,297897
15401,2,ทอม ดันดี เดิมมีชื่อจริงว่า ทิวา สาระจูฑะใช่หรือไม่,ไม่ใช่,,,103715
15402,2,ปลายาดเป็นสกุลของปลาน้ำจืดที่มีขนาดกลางจนถึงใหญ่ ในวงศ์ปลานิลและใช้ชื่อสกุลว่า Tor ใช่หรือไม่,ไม่ใช่,,,614198
15403,2,เครือขยัน หรือย่านางดำ เป็นไม้เลื้อยในสกุลพวงครามและวงศ์ถั่ว ซึ่งจัดเป็นพืชถิ่นเดียวในประเทศไทยใช่หรือไม่,ไม่ใช่,,,536311
15404,2,ริชาร์ด เนวิลล์ เอิร์ลที่ 5 แห่งซอลส์บรี เป็นขุนนางชาวอังกฤษที่เป็นแม่ทัพฝ่ายราชวงศ์ยอร์คในตอนต้นของสงครามดอกปีบใช่หรือไม่,ไม่ใช่,,,233346
15405,2,แคมฟรอกเป็นซอฟต์แวร์ของบริษัทแคมโบเดียที่ผู้ใช้สามารถแลกเปลี่ยนภาพจากเว็บแคมและเสียงผ่านทางอินเทอร์เน็ตได้ใช่หรือไม่,ไม่ใช่,,,53425
15406,2,ลำไส้เล็กส่วนปลาย (Ileum) เป็นส่วนปลายสุดของลำไส้เล็กในสัตว์มีกระดูกสันหลังชั้นต่ำใช่หรือไม่,ไม่ใช่,,,776699
15407,2,เลขมาตรฐานสำหรับหนังสือของหอสมุดรัฐสภาอเมริกันเป็นเลขประจำหนังสือที่มาจากระบบการออกตัวเลขของหอสมุดรัฐสภาอินเดียใช่หรือไม่,ไม่ใช่,,,265693
15408,2,บริษัทรอยเซเป็นบริษัทผลิตช็อกโกแลต ที่ก่อตั้งปี 1983 ด้วยทุนสิบล้านเยน และมีสำนักใหญ่แห่งแรกอยู่ในจังหวัดชิบูยาใช่หรือไม่,ไม่ใช่,,,355627
15409,2,สร้อยอินทนิล มีอีกชื่อเช่น ช่ออินทนิล ช่องหูปากกา น้ำผึ้ง ปากกา และยู่ยี่ โดยมีชื่อสามัญคือ Bengal Trumpet ใช่หรือไม่,ไม่ใช่,,,1804
15410,2,หม่อมเจ้าศุกรวรรณดิศ ดิศกุล เป็นพระโอรสในพระเจ้าอยู่หัว รัชกาลที่ 4 ใช่หรือไม่,ไม่ใช่,,,139326
15411,2,เยเรวาน หรือ เอเรวาน จัดเป็นเมืองหลวงและเมืองที่ใหญ่ที่สุดของประเทศนามีเบียใช่หรือไม่,ไม่ใช่,,,85230
15412,2,โมนาไซต์ เป็นกัมมันตรังสีในกลุ่มแร่ธาตุหายาก และเป็นแร่ในกลุ่มฟอสเฟสธาตุแบเรียมและยูเรก้าเป็นองค์ประกอบสำคัญใช่หรือไม่,ไม่ใช่,,,361943
15413,2,วันเบาหวานโลก เป็นการรณรงค์หลักสร้างความตื่นรู้ในระดับโลกถึงโรคเบาหวาน และจัดขึ้นทุกวันที่ 14 มิถุนายนของทุกปีใช่หรือไม่,ไม่ใช่,,,406610
15414,2,วุฒิสภาสหรัฐเป็นสภาสูงของรัฐสภาอังกฤษ โดยเป็นสภานิติบัญญัติ ร่วมกับสภาผู้แทนราษฎรซึ่งเป็นสภาล่างใช่หรือไม่,ไม่ใช่,,,141760
15415,2,สมาชิกวุฒิสภามาจากการเลือกตั้งของประชาชน ห้องประชุมวุฒิสภาตั้งอยู่ปีกเหนือของอาคารรัฐสภาสหรัฐในกรุงนิวยอร์คใช่หรือไม่,ไม่ใช่,,,141760
15416,2,วิทยาลัยโลจิสติกส์และซัพพลายเชน มหาวิทยาลัยศรีปทุมได้เปิดการเรียนการสอน 2 แห่งซึ่งตั้งอยู่ที่บางซื่อและนครพนมใช่หรือไม่,ไม่ใช่,,,857165
15417,2,"ชตูร์มับไทลุง ""กองกำลังพายุ"" เป็นหน่วยกองกำลังกึ่งทหารเดิมของพรรคปฏิวัติซึ่งมีบทบาทสู่การได้อำนาจของอดอล์ฟ ฮิตเลอร์ใช่หรือไม่",ไม่ใช่,,,829973
15418,2,เทวโลก จัดเป็นสวรรค์อันเป็นที่อยู่แห่งแรกของพระพุทธเจ้าใช่หรือไม่,ไม่ใช่,,,111447
15419,2,สวรรค์ชั้นกามาพจร 6 ชั้นของเทวโลก ได้แก่ จตุมหาราช ดาวหงส์ ยามา ดุสิต นิมมานรดี และปรนิมมิตวสวัตดีใช่หรือไม่,ไม่ใช่,,,111447
15420,2,รัฐบาลเป่ยหยางหมายถึง ชุดระบอบทหารที่ปกครองกรุงเซี่ยงไฮ้ระหว่าง ค.ศ. 1912 ถึง 1928 ที่จงหนานไพร่ใช่หรือไม่,ไม่ใช่,,,543209
15421,2,ปลาสะนากยักษ์ จัดเป็นปลาน้ำเค็มชนิดหนึ่งที่อยู่ในวงศ์ปลาตะเกียบใช่หรือไม่,ไม่ใช่,,,61494
15422,2,อัลท์เซอเนาเป็นเมืองทางตอนเหนือของเขตอัสคัฟเฟนบูร์ก ในเรกีรุงชเบเซียร์กของโลแวร์ฟรันโคนีอา ซึ่งอยู่ในฝรั่งเศสใช่หรือไม่,ไม่ใช่,,,779910
15423,2,พิพิธภัณฑสถานแห่งชาติน่าน ตั้งอยู่ภายในคุ้มของอดีตเจ้าผู้ครองนครน่าน (หอคำ) ถนนผาตั้ง อำเภอเมืองน่านใช่หรือไม่,ไม่ใช่,,,302114
15424,2,ฟาโรห์โซนเบฟ หรือ อเมเนมเฮต เซนเบฟจัดเป็นฟาโรห์อียิปต์ของราชวงศ์ที่ 3 ในช่วงระยะเวลาขั้นกลางที่สองใช่หรือไม่,ไม่ใช่,,,855674
15425,2,อักษรนาบาทาเอียนพัฒนามาจากอักษรอราเมอิกเมื่อพ.ศ. 643 โดยจารึกหินอักษรนาบาทาเอียน พบในราชอาณาจักรนาดาบาดใช่หรือไม่,ไม่ใช่,,,49111
15426,2,โลกันตนรก เป็นหนังระทึกขวัญ ซึ่งกำกับโดยรอน ฮาวเวิร์ด และเขียนบทโดยเดวิด เคปป์ อิงจากนวนิยายเรื่อง สิ้นนรกภูมิ ใช่หรือไม่,ไม่ใช่,,,790412
15427,2,โอห์ม ใช้สัญลักษณ์ว่า Ω และเป็นหน่วยเอสไอของค่าอิมพีแดนซ์ทางเคมีใช่หรือไม่,ไม่ใช่,,,64583
15428,2,ปราสาทสด๊กก๊อกธม หรือปราสาทสด็อกก็อกธม เป็นปราสาทขอมโบราณสถานที่ใหญ่และสำคัญของจังหวัดสระบุรีใช่หรือไม่,ไม่ใช่,,,497944
15429,2,คอมมานโดในภาษาอังกฤษ หมายถึง ทหารหรือหน่วยรบชนิดพิเศษที่ปฏิบัติการในสำนักงานใช่หรือไม่,ไม่ใช่,,,434850
15430,2,สุริยุปราคาเต็มดวงเกิดเมื่อเส้นผ่านศูนย์กลางปรากฏของดวงจันทร์เล็กกว่าเส้นผ่านศูนย์กลางปรากฏของดวงอาทิตย์ใช่หรือไม่,ไม่ใช่,,,701877
15431,2,อานดรอสเป็นเกาะทางใต้สุดของหมู่เกาะซิคละดีสใช่หรือไม่,ไม่ใช่,,,415864
15432,2,รางวัลนาฏราช ครั้งที่ 5 ประจำปี พ.ศ. 2556 เป็นงานประกาศผลจัดโดยสมาพันธ์สมาคมวิชาชีพของกรมประชาสัมพันธ์ใช่หรือไม่,ไม่ใช่,,,624676
15433,2,หมากรุกไทย เป็นเกมกระดานที่พัฒนามาจากหมากรุกของอินเดียที่ชื่อเกมว่าจาตุรงคบาทใช่หรือไม่,ไม่ใช่,,,34358
15434,2,ฮัสเซียมจัดเป็นธาตุที่มีหมายเลขอะตอม 208 และสัญลักษณ์คือ Hh ใช่หรือไม่,ไม่ใช่,,,14330
15435,2,โอะซะมุ โนะงุชิซึ่งเกิดเมื่อ 24 มกราคม ค.ศ. 1934 เป็นชาวปากีสถานที่ริเริ่มกีฬาคิกบ็อกซิ่งในประเทศจีนใช่หรือไม่,ไม่ใช่,,,362340
15436,2,โลกเก่าประกอบด้วยทวีปแอฟริกา ทวีปยุโรป และทวีปออสเตรเลียใช่หรือไม่,ไม่ใช่,,,662893
15437,2,ความเกลียดกลัวต่างชาติคือ ภาวะความชังและ/หรือความกลัวของผู้ที่มีชาติพันธุ์ที่มีอำนาจเหนือตนเองใช่หรือไม่,ไม่ใช่,,,290693
15438,2,พจนานุกรมฉบับออกซฟอร์ดให้ความหมายของคำว่า “Xenophobia” ว่าเป็นคำประสมของคำว่า “Xeono” และคำว่า “phobioa”ใช่หรือไม่,ไม่ใช่,,,290693
15439,2,พระราชพิธีสถาปนามกุฎราชกุมารของญี่ปุ่นเป็นพิธีโบราณที่มีครั้งแรกในสมัยใหม่เมื่อเมจิที่ 21 ในรัชสมัยสมเด็จพระจักรพรรดิยูจิเมะใช่หรือไม่,ไม่ใช่,,,833031
